Complex_id;Complex_name;subunits__UniProt_IDs
5805;PGAM5-KEAP1-NRF2 complex;Q14145,Q16236,Q96HS1
5809;GABAA receptor ;P14867,P47870,P18507
5816;Apoptosome-procaspase 9 complex;O14727,P55211,P99999
5823;MCL1-BAK1 complex;Q16611,Q07820
5827;IKBKG tetramer complex;Q9Y6K9
5828;IKBKG-IKBKB  complex;O14920,Q9Y6K9
5829;IKBKG-CHUK complex;O15111,Q9Y6K9
5830;DJ-1-SNCA complex	 high molecular weight complex;Q99497,P37840
5877;MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex;P15056,Q8IVT5,Q02750,P04049,P62258
5832;PINK1-MIRO2-Milton complex;Q9BXM7,Q8IXI1,Q9UPV9
5836;MIRO2-Milton complex;Q8IXI1,Q9UPV9
5837;PPD complex;O60260,Q99497,Q9BXM7
5843;AIF-CYPA-DNA complex;O95831,P62937
5844;I-kappa-B kinase IKK complex;O15111,O14920,Q9Y6K9
5849;HSP90-CDC37-LRRK2 complex;Q16543,P08238,Q5S007
5859;FAS-FADD-CASP8-CASP10 complex;Q92851,Q14790,Q13158,P25445
5860;FAS-FADD-CASP8 complex;Q14790,Q13158,P25445
5861;FAS-FADD-CASP10 complex;Q92851,Q13158,P25445
5862;CAV1-VDAC1-ESR1 complex;Q03135,P03372,P21796
5870;FE65-TSHZ3-HDAC1 complex;O00213,Q13547,Q63HK5
5872;BRAF-MAP2K1-MAP2K2-YWHAE complex;P15056,Q02750,P36507,P62258
5873;RAF1-MAP2K1-YWHAE complex;Q02750,P04049,P62258
5876;PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex;P60842,Q9Y570,P67775,P30153,P30154
5918;KSR1 homooligomer complex;Q8IVT5
5919;BRAF-RAF1-14-3-3 complex;P15056,P04049,P31947,P31946,P62258,P61981,Q04917,P27348,P63104
5920;KSR1-RAF1-MEK complex;Q8IVT5,P04049,Q02750,P36507
5921;KSR1-BRAF-MEK complex;P15056,Q8IVT5,Q02750,P36507
5922;RAF1-RAS complex	 EGF induced;P04049,P01112,P01116,P01111
5923;RAF1-BRAF complex	 RAS stimulated;P15056,P04049
5924;RAF1-CNK1 complex	 RAS stimulated;Q969H4,P04049
5925;BRAF-CNK1 complex	 not RAS stimulated;P15056,Q969H4
5926;CNK1 homodimer complex;Q969H4
5928;CNK1-SRC-RAF1 complex;Q969H4,P04049,P12931
5980;LRRK2-CHIP-HSP90 complex;P08238,Q5S007,Q9UNE7
5991;LRRK2-FADD-CASP8;Q14790,Q13158,Q5S007
6023;Calcineurin;Q08209,P63098
6025;UBC13-UEV1a complex;P61088,Q13404
6036;PARK2-EPS15-EGFR;P00533,P42566,O60260
6037;CHIP-HSC70 complex;P11142,Q9UNE7
6041;DISC-FEZ1 complex;Q9NRI5,Q99689
6043;DISC-FEZ1-F-actin complex;Q6PJ43,Q9NRI5,Q99689
6052;BAG3-HSC70-HSPB8-CHIP complex;O95817,P11142,Q9UJY1,Q9UNE7
6053;LKB1-STRAD-MO25 complex;Q9Y376,Q15831,Q7RTN6
6061;DISC1-ZNF365 complex;Q9NRI5,Q70YC5
6066;Xanthine oxidase;P47989
6067;ESR1-SP1 complex;P03372,P08047
6068;ESR1-CEBPB complex;P17676,P03372
6069;ESR1-GRIP1 complex;P03372,Q9Y3R0
6072;TRA2B1-SRp30c-SRp55 complex;Q13247,Q13242,P62995
6073;SRp30c-SRp55 complex;Q13247,Q13242
